age,education,maritalstatus,occupation,hoursperweek,income
55,Bachelors,Married-civ-spouse,Other-service,35,<=50K
32,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
28,Some-college,Separated,Other-service,60,<=50K
33,HS-grad,Married-civ-spouse,Exec-managerial,50,<=50K
17,HS-grad,Never-married,Farming-fishing,40,<=50K
27,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
55,Assoc-voc,Married-civ-spouse,Machine-op-inspct,20,<=50K
67,7th-8th,Married-civ-spouse,Craft-repair,40,<=50K
18,HS-grad,Never-married,Adm-clerical,25,<=50K
19,HS-grad,Never-married,Craft-repair,20,<=50K
31,HS-grad,Married-civ-spouse,Machine-op-inspct,50,<=50K
17,11th,Never-married,Other-service,7,<=50K
37,Some-college,Married-spouse-absent,Prof-specialty,30,<=50K
51,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
23,HS-grad,Never-married,Transport-moving,40,<=50K
27,Assoc-voc,Married-civ-spouse,Sales,45,<=50K
25,HS-grad,Never-married,Handlers-cleaners,40,<=50K
30,Bachelors,Never-married,Exec-managerial,44,<=50K
33,HS-grad,Married-civ-spouse,Handlers-cleaners,35,<=50K
28,HS-grad,Never-married,Handlers-cleaners,48,<=50K
45,5th-6th,Married-civ-spouse,Machine-op-inspct,40,<=50K
25,Some-college,Never-married,Adm-clerical,15,<=50K
59,Preschool,Never-married,Machine-op-inspct,40,<=50K
26,HS-grad,Never-married,Other-service,30,<=50K
48,Some-college,Separated,Other-service,25,<=50K
64,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
39,Bachelors,Married-civ-spouse,Tech-support,50,<=50K
24,Bachelors,Never-married,Adm-clerical,40,<=50K
40,Masters,Never-married,Exec-managerial,35,<=50K
31,HS-grad,Separated,Transport-moving,40,<=50K
22,Some-college,Never-married,Adm-clerical,25,<=50K
35,Some-college,Never-married,Other-service,30,<=50K
35,HS-grad,Separated,Transport-moving,50,<=50K
35,Some-college,Divorced,Tech-support,40,<=50K
50,Masters,Never-married,Prof-specialty,40,<=50K
46,HS-grad,Divorced,Adm-clerical,40,<=50K
36,HS-grad,Divorced,Machine-op-inspct,38,<=50K
24,9th,Married-civ-spouse,Sales,45,<=50K
47,Bachelors,Separated,Prof-specialty,70,<=50K
35,HS-grad,Divorced,Craft-repair,50,<=50K
43,Bachelors,Married-civ-spouse,Adm-clerical,40,<=50K
18,11th,Never-married,Other-service,20,<=50K
54,HS-grad,Married-civ-spouse,Other-service,50,<=50K
62,HS-grad,Never-married,Other-service,38,<=50K
27,9th,Married-civ-spouse,Farming-fishing,40,<=50K
23,Some-college,Never-married,Adm-clerical,14,<=50K
28,1st-4th,Never-married,Machine-op-inspct,40,<=50K
22,HS-grad,Never-married,Adm-clerical,20,<=50K
26,Bachelors,Never-married,Other-service,30,<=50K
73,Bachelors,Married-civ-spouse,Prof-specialty,30,<=50K
44,Bachelors,Divorced,Sales,35,<=50K
35,Assoc-voc,Divorced,Exec-managerial,45,<=50K
27,Bachelors,Never-married,Adm-clerical,40,<=50K
33,Some-college,Married-civ-spouse,Other-service,26,<=50K
50,Some-college,Divorced,Other-service,15,<=50K
41,Masters,Divorced,Handlers-cleaners,40,<=50K
42,Some-college,Separated,Tech-support,40,<=50K
38,HS-grad,Married-civ-spouse,Protective-serv,45,<=50K
38,Some-college,Married-civ-spouse,Exec-managerial,50,<=50K
37,Some-college,Married-civ-spouse,Craft-repair,52,<=50K
24,Some-college,Never-married,Machine-op-inspct,30,<=50K
27,Some-college,Never-married,Sales,50,<=50K
25,9th,Married-spouse-absent,Adm-clerical,40,<=50K
29,HS-grad,Married-civ-spouse,Sales,50,<=50K
46,HS-grad,Married-civ-spouse,Transport-moving,70,<=50K
44,HS-grad,Married-civ-spouse,Transport-moving,96,<=50K
26,Bachelors,Never-married,Sales,40,<=50K
38,Some-college,Separated,Exec-managerial,40,<=50K
38,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
22,Bachelors,Married-civ-spouse,Exec-managerial,20,<=50K
33,Some-college,Divorced,Sales,40,<=50K
50,Assoc-acdm,Divorced,Adm-clerical,40,<=50K
26,Some-college,Never-married,Prof-specialty,4,<=50K
42,Some-college,Married-civ-spouse,Handlers-cleaners,38,<=50K
27,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
64,HS-grad,Married-civ-spouse,Protective-serv,40,<=50K
43,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
39,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
56,Masters,Never-married,Prof-specialty,66,<=50K
25,Masters,Never-married,Prof-specialty,20,<=50K
60,Bachelors,Divorced,Exec-managerial,35,<=50K
52,HS-grad,Married-civ-spouse,Sales,44,<=50K
46,Bachelors,Never-married,Adm-clerical,40,<=50K
19,Some-college,Never-married,Adm-clerical,30,<=50K
56,7th-8th,Never-married,Farming-fishing,20,<=50K
22,Bachelors,Never-married,Prof-specialty,40,<=50K
39,5th-6th,Separated,Sales,30,<=50K
28,Some-college,Divorced,Prof-specialty,40,<=50K
22,HS-grad,Never-married,Other-service,35,<=50K
28,11th,Never-married,Craft-repair,40,<=50K
31,HS-grad,Never-married,Adm-clerical,35,<=50K
50,Bachelors,Married-civ-spouse,Sales,40,<=50K
51,Bachelors,Divorced,Adm-clerical,40,<=50K
54,HS-grad,Married-civ-spouse,Sales,40,<=50K
44,Assoc-voc,Divorced,Transport-moving,40,<=50K
20,Some-college,Never-married,Sales,20,<=50K
37,HS-grad,Married-civ-spouse,Other-service,40,<=50K
38,Some-college,Married-civ-spouse,Prof-specialty,40,<=50K
59,Assoc-acdm,Married-civ-spouse,Farming-fishing,40,<=50K
59,Bachelors,Married-civ-spouse,Prof-specialty,50,<=50K
29,Some-college,Married-civ-spouse,Prof-specialty,40,<=50K
37,Some-college,Never-married,Machine-op-inspct,40,<=50K
42,10th,Married-civ-spouse,Craft-repair,35,<=50K
34,HS-grad,Never-married,Sales,40,<=50K
22,HS-grad,Never-married,Machine-op-inspct,24,<=50K
27,HS-grad,Never-married,Other-service,52,<=50K
45,Prof-school,Divorced,Prof-specialty,43,<=50K
39,HS-grad,Divorced,Adm-clerical,38,<=50K
25,Bachelors,Never-married,Prof-specialty,35,<=50K
18,HS-grad,Never-married,Machine-op-inspct,30,<=50K
23,12th,Never-married,Other-service,38,<=50K
20,5th-6th,Never-married,Other-service,40,<=50K
17,10th,Never-married,Other-service,24,<=50K
64,Some-college,Widowed,Adm-clerical,12,<=50K
17,10th,Never-married,Other-service,25,<=50K
18,12th,Never-married,Other-service,20,<=50K
31,HS-grad,Never-married,Adm-clerical,40,<=50K
41,Some-college,Never-married,Prof-specialty,45,<=50K
27,Assoc-voc,Divorced,Machine-op-inspct,40,<=50K
39,Assoc-voc,Married-civ-spouse,Exec-managerial,40,<=50K
25,HS-grad,Never-married,Machine-op-inspct,40,<=50K
41,Some-college,Divorced,Adm-clerical,37,<=50K
31,9th,Divorced,Adm-clerical,40,<=50K
50,Bachelors,Divorced,Exec-managerial,40,<=50K
63,Some-college,Divorced,Other-service,40,<=50K
44,Masters,Never-married,Farming-fishing,99,<=50K
48,HS-grad,Divorced,Transport-moving,65,<=50K
51,Some-college,Married-civ-spouse,Sales,50,<=50K
18,HS-grad,Never-married,Adm-clerical,15,<=50K
23,Some-college,Never-married,Other-service,25,<=50K
38,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
31,7th-8th,Divorced,Transport-moving,20,<=50K
46,Some-college,Married-civ-spouse,Adm-clerical,40,<=50K
56,HS-grad,Married-civ-spouse,Other-service,40,<=50K
31,HS-grad,Never-married,Exec-managerial,40,<=50K
18,11th,Never-married,Other-service,15,<=50K
31,Bachelors,Never-married,Farming-fishing,40,<=50K
46,HS-grad,Married-civ-spouse,Other-service,40,<=50K
30,Some-college,Never-married,Other-service,24,<=50K
26,Bachelors,Never-married,Other-service,40,<=50K
29,9th,Married-civ-spouse,Craft-repair,40,<=50K
24,HS-grad,Divorced,Machine-op-inspct,40,<=50K
21,HS-grad,Never-married,Transport-moving,40,<=50K
43,HS-grad,Divorced,Other-service,45,<=50K
26,HS-grad,Never-married,Exec-managerial,50,<=50K
47,HS-grad,Married-civ-spouse,Transport-moving,60,<=50K
27,HS-grad,Married-civ-spouse,Machine-op-inspct,55,<=50K
30,HS-grad,Never-married,Protective-serv,70,<=50K
33,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
21,HS-grad,Never-married,Farming-fishing,20,<=50K
42,HS-grad,Married-civ-spouse,Sales,40,<=50K
48,HS-grad,Married-civ-spouse,Adm-clerical,36,<=50K
46,HS-grad,Never-married,Craft-repair,48,<=50K
36,5th-6th,Separated,Machine-op-inspct,40,<=50K
54,HS-grad,Never-married,Prof-specialty,40,<=50K
25,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
26,HS-grad,Divorced,Adm-clerical,25,<=50K
36,HS-grad,Married-civ-spouse,Transport-moving,57,<=50K
56,Bachelors,Never-married,Prof-specialty,20,<=50K
37,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
23,Bachelors,Never-married,Other-service,25,<=50K
23,Bachelors,Never-married,Prof-specialty,40,<=50K
41,Bachelors,Never-married,Adm-clerical,40,<=50K
67,Assoc-acdm,Married-civ-spouse,Exec-managerial,35,<=50K
60,HS-grad,Widowed,Sales,50,<=50K
54,HS-grad,Widowed,Sales,40,<=50K
19,HS-grad,Never-married,Sales,24,<=50K
20,Some-college,Never-married,Craft-repair,40,<=50K
66,HS-grad,Widowed,Sales,35,<=50K
19,Some-college,Never-married,Exec-managerial,40,<=50K
36,Some-college,Divorced,Adm-clerical,40,<=50K
36,HS-grad,Divorced,Exec-managerial,40,<=50K
30,Prof-school,Divorced,Sales,55,<=50K
35,Some-college,Divorced,Exec-managerial,40,<=50K
38,HS-grad,Never-married,Machine-op-inspct,40,<=50K
24,Bachelors,Married-civ-spouse,Prof-specialty,40,<=50K
40,Bachelors,Married-civ-spouse,Other-service,40,<=50K
49,7th-8th,Married-civ-spouse,Machine-op-inspct,40,<=50K
19,HS-grad,Never-married,Other-service,30,<=50K
77,Some-college,Widowed,Priv-house-serv,20,<=50K
41,Some-college,Separated,Craft-repair,40,<=50K
28,1st-4th,Never-married,Farming-fishing,77,<=50K
21,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
24,12th,Never-married,Farming-fishing,40,<=50K
36,HS-grad,Married-civ-spouse,Transport-moving,45,<=50K
23,Some-college,Never-married,Adm-clerical,25,<=50K
29,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
39,Masters,Divorced,Prof-specialty,40,<=50K
40,Bachelors,Married-civ-spouse,Prof-specialty,48,<=50K
32,HS-grad,Divorced,Adm-clerical,40,<=50K
23,HS-grad,Never-married,Exec-managerial,40,<=50K
44,HS-grad,Married-civ-spouse,Protective-serv,40,<=50K
70,Bachelors,Widowed,Prof-specialty,20,<=50K
66,9th,Separated,Other-service,30,<=50K
57,Some-college,Married-civ-spouse,Exec-managerial,40,<=50K
27,HS-grad,Married-civ-spouse,Craft-repair,60,<=50K
32,Bachelors,Never-married,Adm-clerical,40,<=50K
20,Some-college,Never-married,Adm-clerical,35,<=50K
33,Some-college,Divorced,Adm-clerical,40,<=50K
19,Some-college,Never-married,Adm-clerical,40,<=50K
39,HS-grad,Never-married,Sales,60,<=50K
24,Bachelors,Never-married,Other-service,75,<=50K
20,Some-college,Never-married,Adm-clerical,40,<=50K
49,Bachelors,Married-civ-spouse,Prof-specialty,45,<=50K
35,Masters,Never-married,Prof-specialty,40,<=50K
30,HS-grad,Never-married,Adm-clerical,40,<=50K
33,Bachelors,Married-civ-spouse,Exec-managerial,45,<=50K
35,HS-grad,Married-civ-spouse,Transport-moving,50,<=50K
31,Masters,Married-civ-spouse,Prof-specialty,50,<=50K
20,11th,Never-married,Craft-repair,25,<=50K
44,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
33,HS-grad,Married-civ-spouse,Other-service,40,<=50K
50,Some-college,Married-civ-spouse,Machine-op-inspct,40,<=50K
25,HS-grad,Never-married,Adm-clerical,40,<=50K
28,HS-grad,Married-civ-spouse,Protective-serv,40,<=50K
38,Assoc-voc,Married-civ-spouse,Craft-repair,40,<=50K
38,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
39,11th,Divorced,Adm-clerical,40,<=50K
42,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
37,Bachelors,Married-civ-spouse,Handlers-cleaners,40,<=50K
37,10th,Married-civ-spouse,Craft-repair,40,<=50K
20,Some-college,Never-married,Other-service,24,<=50K
38,Some-college,Separated,Adm-clerical,38,<=50K
47,HS-grad,Married-civ-spouse,Sales,45,<=50K
33,Bachelors,Divorced,Protective-serv,60,<=50K
33,HS-grad,Married-spouse-absent,Other-service,35,<=50K
20,Some-college,Never-married,Other-service,15,<=50K
41,Bachelors,Divorced,Exec-managerial,40,<=50K
36,Bachelors,Married-civ-spouse,Exec-managerial,40,<=50K
46,Bachelors,Never-married,Prof-specialty,40,<=50K
18,Some-college,Never-married,Other-service,16,<=50K
62,Some-college,Married-civ-spouse,Transport-moving,60,<=50K
33,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
42,HS-grad,Divorced,Craft-repair,40,<=50K
18,Some-college,Never-married,Prof-specialty,40,<=50K
32,Assoc-voc,Divorced,Adm-clerical,40,<=50K
43,7th-8th,Married-civ-spouse,Transport-moving,40,<=50K
20,HS-grad,Never-married,Other-service,25,<=50K
50,Bachelors,Divorced,Sales,45,<=50K
36,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
22,HS-grad,Never-married,Craft-repair,40,<=50K
30,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
33,HS-grad,Never-married,Craft-repair,40,<=50K
43,Assoc-acdm,Married-civ-spouse,Tech-support,43,<=50K
38,Some-college,Married-civ-spouse,Machine-op-inspct,40,<=50K
34,Bachelors,Never-married,Other-service,14,<=50K
40,Some-college,Separated,Adm-clerical,45,<=50K
40,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
52,Some-college,Married-civ-spouse,Other-service,50,<=50K
48,Assoc-acdm,Married-civ-spouse,Prof-specialty,45,<=50K
45,5th-6th,Divorced,Transport-moving,40,<=50K
24,HS-grad,Married-civ-spouse,Protective-serv,40,<=50K
27,Assoc-acdm,Never-married,Protective-serv,40,<=50K
24,HS-grad,Never-married,Farming-fishing,50,<=50K
71,Prof-school,Married-civ-spouse,Prof-specialty,16,<=50K
17,12th,Never-married,Sales,40,<=50K
33,HS-grad,Married-civ-spouse,Handlers-cleaners,40,<=50K
41,HS-grad,Married-civ-spouse,Other-service,40,<=50K
25,Bachelors,Never-married,Adm-clerical,40,<=50K
42,HS-grad,Married-civ-spouse,Farming-fishing,15,<=50K
34,HS-grad,Never-married,Handlers-cleaners,40,<=50K
27,Bachelors,Never-married,Prof-specialty,45,<=50K
24,Bachelors,Never-married,Prof-specialty,20,<=50K
23,Bachelors,Never-married,Handlers-cleaners,30,<=50K
33,Some-college,Married-civ-spouse,Prof-specialty,40,<=50K
25,9th,Married-civ-spouse,Handlers-cleaners,40,<=50K
44,Masters,Never-married,Prof-specialty,55,<=50K
25,HS-grad,Never-married,Exec-managerial,40,<=50K
54,Bachelors,Divorced,Exec-managerial,40,<=50K
31,12th,Separated,Transport-moving,40,<=50K
18,HS-grad,Never-married,Adm-clerical,40,<=50K
40,HS-grad,Divorced,Other-service,40,<=50K
26,Some-college,Married-civ-spouse,Sales,40,<=50K
22,Assoc-acdm,Never-married,Exec-managerial,55,<=50K
50,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
44,HS-grad,Divorced,Adm-clerical,40,<=50K
37,HS-grad,Never-married,Other-service,40,<=50K
34,Bachelors,Married-civ-spouse,Craft-repair,40,<=50K
25,10th,Married-civ-spouse,Other-service,35,<=50K
20,Some-college,Separated,Sales,40,<=50K
46,HS-grad,Never-married,Adm-clerical,40,<=50K
26,Assoc-acdm,Never-married,Tech-support,40,<=50K
45,1st-4th,Married-civ-spouse,Other-service,25,<=50K
28,Assoc-voc,Never-married,Sales,40,<=50K
32,HS-grad,Never-married,Handlers-cleaners,40,<=50K
36,Bachelors,Divorced,Prof-specialty,45,<=50K
19,HS-grad,Never-married,Handlers-cleaners,30,<=50K
27,Bachelors,Never-married,Tech-support,20,<=50K
49,Bachelors,Married-civ-spouse,Craft-repair,50,<=50K
61,HS-grad,Divorced,Farming-fishing,82,<=50K
42,Assoc-acdm,Divorced,Adm-clerical,40,<=50K
30,Assoc-voc,Married-civ-spouse,Protective-serv,40,<=50K
32,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
35,Some-college,Married-civ-spouse,Craft-repair,45,<=50K
30,Assoc-voc,Married-spouse-absent,Adm-clerical,40,<=50K
36,Some-college,Married-civ-spouse,Transport-moving,40,<=50K
33,HS-grad,Never-married,Other-service,48,<=50K
37,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
28,HS-grad,Never-married,Sales,60,<=50K
38,HS-grad,Married-civ-spouse,Transport-moving,50,<=50K
48,Some-college,Widowed,Adm-clerical,43,<=50K
35,Assoc-acdm,Married-civ-spouse,Craft-repair,40,<=50K
39,Bachelors,Married-civ-spouse,Craft-repair,40,<=50K
64,HS-grad,Married-civ-spouse,Other-service,40,<=50K
22,HS-grad,Never-married,Adm-clerical,40,<=50K
27,5th-6th,Married-civ-spouse,Transport-moving,40,<=50K
23,Some-college,Never-married,Other-service,37,<=50K
63,HS-grad,Married-civ-spouse,Sales,35,<=50K
26,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
33,Bachelors,Never-married,Prof-specialty,40,<=50K
28,Some-college,Never-married,Adm-clerical,40,<=50K
20,Some-college,Never-married,Other-service,20,<=50K
34,HS-grad,Married-civ-spouse,Adm-clerical,20,<=50K
34,Some-college,Married-civ-spouse,Transport-moving,40,<=50K
38,Some-college,Married-civ-spouse,Other-service,40,<=50K
43,Bachelors,Married-civ-spouse,Sales,60,<=50K
49,Some-college,Widowed,Sales,30,<=50K
26,Bachelors,Never-married,Prof-specialty,35,<=50K
28,HS-grad,Divorced,Adm-clerical,35,<=50K
24,Some-college,Never-married,Handlers-cleaners,50,<=50K
23,Some-college,Never-married,Exec-managerial,30,<=50K
55,HS-grad,Divorced,Adm-clerical,40,<=50K
58,9th,Separated,Craft-repair,40,<=50K
19,10th,Never-married,Other-service,20,<=50K
45,Some-college,Never-married,Sales,52,<=50K
76,HS-grad,Widowed,Other-service,33,<=50K
47,HS-grad,Separated,Adm-clerical,40,<=50K
24,HS-grad,Separated,Other-service,25,<=50K
24,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
43,Some-college,Divorced,Adm-clerical,40,<=50K
29,12th,Never-married,Craft-repair,40,<=50K
40,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
61,Some-college,Married-civ-spouse,Prof-specialty,40,<=50K
21,Some-college,Never-married,Tech-support,50,<=50K
52,Some-college,Married-civ-spouse,Tech-support,40,<=50K
34,HS-grad,Never-married,Adm-clerical,40,<=50K
46,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
54,Some-college,Divorced,Exec-managerial,40,<=50K
25,9th,Married-civ-spouse,Machine-op-inspct,40,<=50K
21,Assoc-acdm,Never-married,Adm-clerical,25,<=50K
37,HS-grad,Divorced,Other-service,40,<=50K
38,Some-college,Married-civ-spouse,Other-service,40,<=50K
32,HS-grad,Married-civ-spouse,Adm-clerical,40,<=50K
44,Some-college,Separated,Sales,60,<=50K
23,Some-college,Never-married,Other-service,25,<=50K
23,Some-college,Never-married,Sales,28,<=50K
47,Some-college,Married-civ-spouse,Craft-repair,40,<=50K
47,11th,Divorced,Craft-repair,45,<=50K
25,HS-grad,Never-married,Handlers-cleaners,40,<=50K
35,Some-college,Married-civ-spouse,Craft-repair,45,<=50K
47,HS-grad,Divorced,Machine-op-inspct,40,<=50K
24,HS-grad,Never-married,Adm-clerical,40,<=50K
30,Bachelors,Married-civ-spouse,Other-service,40,<=50K
17,11th,Never-married,Other-service,20,<=50K
27,5th-6th,Never-married,Other-service,60,<=50K
22,HS-grad,Never-married,Sales,15,<=50K
22,Some-college,Never-married,Adm-clerical,40,<=50K
50,HS-grad,Married-civ-spouse,Craft-repair,2,<=50K
27,Bachelors,Married-civ-spouse,Tech-support,30,<=50K
27,Bachelors,Never-married,Prof-specialty,20,<=50K
20,HS-grad,Never-married,Other-service,40,<=50K
42,HS-grad,Married-civ-spouse,Exec-managerial,48,<=50K
35,7th-8th,Widowed,Other-service,80,<=50K
22,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
34,Some-college,Never-married,Adm-clerical,38,<=50K
28,Bachelors,Never-married,Adm-clerical,40,<=50K
38,Bachelors,Divorced,Priv-house-serv,24,<=50K
34,Masters,Married-civ-spouse,Craft-repair,40,<=50K
23,HS-grad,Never-married,Prof-specialty,40,<=50K
43,HS-grad,Never-married,Other-service,40,<=50K
23,Some-college,Divorced,Adm-clerical,40,<=50K
57,HS-grad,Divorced,Adm-clerical,40,<=50K
24,Bachelors,Never-married,Tech-support,40,<=50K
34,Assoc-acdm,Divorced,Craft-repair,50,<=50K
29,Some-college,Married-civ-spouse,Prof-specialty,40,<=50K
29,11th,Never-married,Other-service,40,<=50K
48,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
38,HS-grad,Never-married,Craft-repair,36,<=50K
42,HS-grad,Divorced,Protective-serv,50,<=50K
53,Some-college,Widowed,Exec-managerial,40,<=50K
29,Prof-school,Never-married,Prof-specialty,55,<=50K
59,Bachelors,Married-civ-spouse,Sales,72,<=50K
31,HS-grad,Never-married,Craft-repair,40,<=50K
34,HS-grad,Married-civ-spouse,Craft-repair,40,<=50K
46,HS-grad,Divorced,Handlers-cleaners,48,<=50K
45,HS-grad,Never-married,Other-service,40,<=50K
23,Some-college,Never-married,Exec-managerial,40,<=50K
33,Assoc-acdm,Divorced,Machine-op-inspct,42,<=50K
25,HS-grad,Never-married,Other-service,40,<=50K
48,Some-college,Divorced,Other-service,40,<=50K
23,HS-grad,Never-married,Sales,40,<=50K
20,Some-college,Married-civ-spouse,Sales,30,<=50K
23,Bachelors,Never-married,Prof-specialty,40,<=50K
71,HS-grad,Widowed,Adm-clerical,40,<=50K
22,Bachelors,Never-married,Prof-specialty,40,<=50K
27,11th,Never-married,Craft-repair,60,<=50K
40,HS-grad,Never-married,Other-service,35,<=50K
30,Some-college,Divorced,Machine-op-inspct,50,<=50K
30,Assoc-voc,Married-civ-spouse,Protective-serv,40,<=50K
30,Some-college,Married-civ-spouse,Machine-op-inspct,40,<=50K
39,HS-grad,Never-married,Adm-clerical,40,<=50K
39,HS-grad,Married-civ-spouse,Adm-clerical,50,<=50K
74,5th-6th,Married-civ-spouse,Transport-moving,40,<=50K
25,HS-grad,Married-civ-spouse,Transport-moving,40,<=50K
64,Some-college,Divorced,Exec-managerial,40,<=50K
22,HS-grad,Never-married,Other-service,80,<=50K
56,HS-grad,Married-civ-spouse,Machine-op-inspct,40,<=50K
37,HS-grad,Never-married,Adm-clerical,55,<=50K
